ts,J_total,W_total
1764309182.178713,0,0.0
1764309182.2809348,0,0.0
1764309182.38383,0,0.0
1764309182.484869,0,0.0
1764309182.5882921,0,0.0
1764309182.693384,0,0.0
1764309182.797834,0,0.0
1764309182.900459,0,0.0
1764309183.003464,0,0.0
1764309183.108041,0,0.0
1764309183.20852,0,0.0
1764309183.3115,0,0.0
1764309183.413055,0,0.0
1764309183.517917,0,0.0
1764309183.624403,0,0.0
1764309183.72779,0,0.0
1764309183.832884,0,0.0
1764309183.936304,0,0.0
1764309184.036607,0,0.0
1764309184.1408288,0,0.0
1764309184.2459111,0,0.0
1764309184.346477,0,0.0
1764309184.4505432,0,0.0
1764309184.554392,0,0.0
1764309184.657226,0,0.0
1764309184.7618911,0,0.0
1764309184.866915,0,0.0
1764309184.9699662,0,0.0
1764309185.075066,0,0.0
1764309185.1798909,0,0.0
1764309185.284939,0,0.0
1764309185.387786,0,0.0
1764309185.490751,0,0.0
1764309185.590946,0,0.0
1764309185.693393,0,0.0
1764309185.7980568,0,0.0
1764309185.901581,0,0.0
1764309186.001867,0,0.0
1764309186.1059258,0,0.0
1764309186.209593,0,0.0
1764309186.311208,0,0.0
1764309186.416296,0,0.0
1764309186.519274,0,0.0
1764309186.623966,0,0.0
1764309186.725627,0,0.0
1764309186.830691,0,0.0
1764309186.930998,0,0.0
1764309187.031231,0,0.0
1764309187.135474,0,0.0
1764309187.240242,0,0.0
1764309187.345296,0,0.0
1764309187.454257,0,0.0
1764309187.555197,0,0.0
1764309187.660266,0,0.0
1764309187.765204,0,0.0
1764309187.8676019,0,0.0
1764309187.967893,0,0.0
1764309188.0725372,0,0.0
1764309188.176021,0,0.0
1764309188.278931,0,0.0
1764309188.37967,0,0.0
1764309188.4800231,0,0.0
1764309188.582106,0,0.0
1764309188.686713,0,0.0
1764309188.791452,0,0.0
1764309188.8955112,0,0.0
1764309189.000607,0,0.0
1764309189.10246,0,0.0
1764309189.2075598,0,0.0
1764309189.31321,0,0.0
1764309189.413631,0,0.0
1764309189.517945,0,0.0
1764309189.62304,0,0.0
1764309189.7265851,0,0.0
1764309189.831691,0,0.0
1764309189.933114,0,0.0
1764309190.034257,0,0.0
1764309190.1389408,0,0.0
1764309190.2421918,0,0.0
1764309190.343033,0,0.0
1764309190.443739,0,0.0
1764309190.548814,0,0.0
1764309190.652511,0,0.0
1764309190.754385,0,0.0
1764309190.856072,0,0.0
1764309190.958721,0,0.0
1764309191.06368,0,0.0
1764309191.166213,0,0.0
1764309191.2664478,0,0.0
1764309191.371208,0,0.0
1764309191.471655,0,0.0
1764309191.577726,0,0.0
1764309191.6782389,0,0.0
1764309191.778699,0,0.0
1764309191.879776,0,0.0
1764309191.98048,0,0.0
1764309192.082919,0,0.0
1764309192.1835651,0,0.0
1764309192.2877598,0,0.0
1764309192.390987,0,0.0
1764309192.494655,0,0.0
1764309192.596711,0,0.0
1764309192.698441,0,0.0
1764309192.8001869,0,0.0
1764309192.900379,0,0.0
1764309193.00249,0,0.0
1764309193.105222,0,0.0
1764309193.205397,0,0.0
1764309193.3097038,0,0.0
1764309193.414935,0,0.0
1764309193.515829,0,0.0
1764309193.616478,0,0.0
1764309193.717494,0,0.0
1764309193.821635,0,0.0
1764309193.923848,0,0.0
1764309194.026243,0,0.0
1764309194.12658,0,0.0
1764309194.228728,0,0.0
1764309194.329481,0,0.0
1764309194.4329028,0,0.0
1764309194.534064,0,0.0
1764309194.634281,0,0.0
1764309194.739435,0,0.0
1764309194.841131,0,0.0
1764309194.942076,0,0.0
1764309195.046149,0,0.0
1764309195.147308,0,0.0
1764309195.2496462,0,0.0
1764309195.353539,0,0.0
1764309195.45694,0,0.0
1764309195.5575979,0,0.0
1764309195.6596968,0,0.0
1764309195.76245,0,0.0
1764309195.8630998,0,0.0
1764309195.963532,0,0.0
1764309196.0638878,0,0.0
1764309196.16669,0,0.0
1764309196.269315,0,0.0
1764309196.37595,0,0.0
