ts,J_total,W_total
1764301260.561169,0,0.0
1764301260.6662989,0,0.0
1764301260.768822,0,0.0
1764301260.8726301,0,0.0
1764301260.973412,0,0.0
1764301261.073706,0,0.0
1764301261.1788769,0,0.0
1764301261.282728,0,0.0
1764301261.387862,0,0.0
1764301261.492138,0,0.0
1764301261.5964658,0,0.0
1764301261.70154,0,0.0
1764301261.802958,0,0.0
1764301261.905083,0,0.0
1764301262.01024,0,0.0
1764301262.115345,0,0.0
1764301262.2164962,0,0.0
1764301262.3190951,0,0.0
1764301262.4249332,0,0.0
1764301262.527613,0,0.0
1764301262.631078,0,0.0
1764301262.734634,0,0.0
1764301262.836086,0,0.0
1764301262.941199,0,0.0
1764301263.044082,0,0.0
1764301263.148479,0,0.0
1764301263.251679,0,0.0
1764301263.3524349,0,0.0
1764301263.453355,0,0.0
1764301263.5563798,0,0.0
1764301263.6582751,0,0.0
1764301263.76035,0,0.0
1764301263.861805,0,0.0
1764301263.9640121,0,0.0
1764301264.065411,0,0.0
1764301264.169145,0,0.0
1764301264.270976,0,0.0
1764301264.371773,0,0.0
1764301264.476453,0,0.0
1764301264.580427,0,0.0
1764301264.68147,0,0.0
1764301264.7819479,0,0.0
1764301264.88551,0,0.0
1764301264.987408,0,0.0
1764301265.089749,0,0.0
1764301265.191045,0,0.0
1764301265.292812,0,0.0
1764301265.3935192,0,0.0
1764301265.494626,0,0.0
1764301265.597583,0,0.0
1764301265.70171,0,0.0
1764301265.804318,0,0.0
1764301265.90592,0,0.0
1764301266.00898,0,0.0
1764301266.11117,0,0.0
1764301266.21138,0,0.0
1764301266.3119109,0,0.0
1764301266.4170601,0,0.0
1764301266.52051,0,0.0
1764301266.624981,0,0.0
1764301266.728876,0,0.0
1764301266.8337028,0,0.0
1764301266.936449,0,0.0
1764301267.039979,0,0.0
1764301267.141301,0,0.0
1764301267.242115,0,0.0
1764301267.347199,0,0.0
1764301267.452277,0,0.0
1764301267.552895,0,0.0
1764301267.653204,0,0.0
1764301267.755024,0,0.0
1764301267.85703,0,0.0
1764301267.959015,0,0.0
1764301268.060645,0,0.0
1764301268.164248,0,0.0
1764301268.2693188,0,0.0
