ts,J_total,W_total
1764308489.357514,0,0.0
1764308489.458625,0,0.0
1764308489.562807,0,0.0
1764308489.6678169,0,0.0
1764308489.769382,0,0.0
1764308489.873138,0,0.0
1764308489.973753,0,0.0
1764308490.079844,0,0.0
1764308490.185602,0,0.0
1764308490.289633,0,0.0
1764308490.394099,0,0.0
1764308490.496154,0,0.0
1764308490.601253,0,0.0
1764308490.701728,0,0.0
1764308490.8067899,0,0.0
1764308490.911048,0,0.0
1764308491.0130079,0,0.0
1764308491.119374,0,0.0
1764308491.224478,0,0.0
1764308491.327936,0,0.0
1764308491.430639,0,0.0
1764308491.535949,0,0.0
1764308491.6410828,0,0.0
1764308491.745693,0,0.0
1764308491.850343,0,0.0
1764308491.953532,0,0.0
1764308492.058403,0,0.0
1764308492.1627462,0,0.0
1764308492.265576,0,0.0
1764308492.368685,0,0.0
1764308492.473759,0,0.0
1764308492.574995,0,0.0
1764308492.6774871,0,0.0
1764308492.781743,0,0.0
1764308492.886292,0,0.0
1764308492.987038,0,0.0
1764308493.090834,0,0.0
1764308493.194699,0,0.0
1764308493.299783,0,0.0
1764308493.402278,0,0.0
1764308493.50738,0,0.0
1764308493.611367,0,0.0
1764308493.712097,0,0.0
1764308493.817197,0,0.0
1764308493.920619,0,0.0
1764308494.02236,0,0.0
1764308494.127438,0,0.0
1764308494.2290199,0,0.0
1764308494.334058,0,0.0
1764308494.437751,0,0.0
1764308494.542829,0,0.0
1764308494.644147,0,0.0
1764308494.748587,0,0.0
1764308494.849825,0,0.0
1764308494.9538062,0,0.0
1764308495.058901,0,0.0
1764308495.161786,0,0.0
1764308495.265593,0,0.0
1764308495.36672,0,0.0
1764308495.469594,0,0.0
1764308495.574709,0,0.0
1764308495.67804,0,0.0
1764308495.78271,0,0.0
1764308495.887806,0,0.0
1764308495.9908988,0,0.0
1764308496.096041,0,0.0
1764308496.200185,0,0.0
1764308496.301773,0,0.0
1764308496.404551,0,0.0
1764308496.505216,0,0.0
1764308496.60897,0,0.0
1764308496.710686,0,0.0
1764308496.811775,0,0.0
1764308496.915182,0,0.0
1764308497.017161,0,0.0
1764308497.119253,0,0.0
1764308497.222718,0,0.0
1764308497.327809,0,0.0
1764308497.432895,0,0.0
1764308497.537125,0,0.0
1764308497.641269,0,0.0
1764308497.743736,0,0.0
1764308497.8464892,0,0.0
1764308497.949895,0,0.0
1764308498.053217,0,0.0
1764308498.157381,0,0.0
1764308498.261201,0,0.0
1764308498.366289,0,0.0
1764308498.470378,0,0.0
1764308498.574064,0,0.0
1764308498.676691,0,0.0
1764308498.78096,0,0.0
1764308498.88433,0,0.0
1764308498.988975,0,0.0
1764308499.091551,0,0.0
1764308499.193141,0,0.0
1764308499.298512,0,0.0
1764308499.401084,0,0.0
1764308499.503053,0,0.0
1764308499.6056828,0,0.0
1764308499.706601,0,0.0
1764308499.807981,0,0.0
1764308499.910424,0,0.0
1764308500.015509,0,0.0
1764308500.116328,0,0.0
1764308500.217354,0,0.0
1764308500.322038,0,0.0
1764308500.427008,0,0.0
1764308500.530688,0,0.0
1764308500.634177,0,0.0
1764308500.737536,0,0.0
1764308500.843426,0,0.0
1764308500.9459388,0,0.0
1764308501.047712,0,0.0
1764308501.149058,0,0.0
1764308501.252036,0,0.0
1764308501.35713,0,0.0
1764308501.463849,0,0.0
1764308501.567917,0,0.0
1764308501.673003,0,0.0
1764308501.777992,0,0.0
1764308501.8827069,0,0.0
1764308501.985263,0,0.0
1764308502.086755,0,0.0
1764308502.1882722,0,0.0
1764308502.291699,0,0.0
1764308502.394649,0,0.0
1764308502.498713,0,0.0
1764308502.5998862,0,0.0
1764308502.704326,0,0.0
1764308502.804799,0,0.0
1764308502.909276,0,0.0
1764308503.012317,0,0.0
1764308503.116406,0,0.0
1764308503.220984,0,0.0
1764308503.3225331,0,0.0
1764308503.422802,0,0.0
1764308503.525333,0,0.0
1764308503.6283488,0,0.0
1764308503.731916,0,0.0
1764308503.8349109,0,0.0
1764308503.939342,0,0.0
1764308504.039531,0,0.0
1764308504.140615,0,0.0
1764308504.241487,0,0.0
1764308504.3451688,0,0.0
1764308504.448649,0,0.0
1764308504.549537,0,0.0
1764308504.6531782,0,0.0
1764308504.754455,0,0.0
1764308504.8578181,0,0.0
1764308504.9609,0,0.0
1764308505.064297,0,0.0
1764308505.1648371,0,0.0
1764308505.265858,0,0.0
1764308505.370516,0,0.0
1764308505.4755998,0,0.0
1764308505.579849,0,0.0
1764308505.684934,0,0.0
1764308505.788138,0,0.0
1764308505.8901172,0,0.0
1764308505.9937,0,0.0
1764308506.09451,0,0.0
1764308506.1957262,0,0.0
1764308506.300805,0,0.0
1764308506.405588,0,0.0
1764308506.5086532,0,0.0
1764308506.6113842,0,0.0
1764308506.712032,0,0.0
1764308506.815069,0,0.0
1764308506.9190369,0,0.0
1764308507.0241148,0,0.0
1764308507.128109,0,0.0
1764308507.229653,0,0.0
1764308507.3327308,0,0.0
1764308507.433774,0,0.0
1764308507.533947,0,0.0
1764308507.6390378,0,0.0
1764308507.7434702,0,0.0
1764308507.849757,0,0.0
1764308507.949866,0,0.0
1764308508.054901,0,0.0
1764308508.155488,0,0.0
1764308508.259278,0,0.0
1764308508.3636239,0,0.0
1764308508.464006,0,0.0
1764308508.564959,0,0.0
1764308508.6700501,0,0.0
1764308508.774827,0,0.0
1764308508.879431,0,0.0
1764308508.982933,0,0.0
1764308509.0832782,0,0.0
1764308509.188362,0,0.0
1764308509.293031,0,0.0
1764308509.397779,0,0.0
1764308509.50453,0,0.0
1764308509.60648,0,0.0
1764308509.7073438,0,0.0
1764308509.810285,0,0.0
1764308509.914697,0,0.0
1764308510.014913,0,0.0
1764308510.115676,0,0.0
1764308510.219738,0,0.0
1764308510.3224242,0,0.0
1764308510.423708,0,0.0
1764308510.527549,0,0.0
1764308510.6308422,0,0.0
1764308510.73176,0,0.0
1764308510.836838,0,0.0
1764308510.940608,0,0.0
1764308511.044846,0,0.0
1764308511.149942,0,0.0
1764308511.253118,0,0.0
1764308511.3542678,0,0.0
1764308511.45681,0,0.0
1764308511.560662,0,0.0
1764308511.664866,0,0.0
1764308511.7671921,0,0.0
1764308511.871685,0,0.0
1764308511.972665,0,0.0
1764308512.0739431,0,0.0
1764308512.184032,0,0.0
1764308512.2850869,0,0.0
1764308512.385383,0,0.0
1764308512.489205,0,0.0
1764308512.590189,0,0.0
1764308512.695284,0,0.0
1764308512.800149,0,0.0
1764308512.9032,0,0.0
1764308513.00773,0,0.0
1764308513.111598,0,0.0
1764308513.215241,0,0.0
1764308513.319603,0,0.0
1764308513.421244,0,0.0
1764308513.52565,0,0.0
1764308513.6307478,0,0.0
1764308513.735422,0,0.0
1764308513.84053,0,0.0
1764308513.944808,0,0.0
1764308514.046763,0,0.0
1764308514.150796,0,0.0
1764308514.25183,0,0.0
1764308514.354926,0,0.0
1764308514.456612,0,0.0
1764308514.561103,0,0.0
1764308514.661955,0,0.0
1764308514.765507,0,0.0
1764308514.8698728,0,0.0
1764308514.971658,0,0.0
1764308515.07675,0,0.0
1764308515.178915,0,0.0
1764308515.280299,0,0.0
1764308515.3828359,0,0.0
1764308515.487922,0,0.0
1764308515.588257,0,0.0
1764308515.689135,0,0.0
1764308515.791003,0,0.0
1764308515.894753,0,0.0
1764308515.997686,0,0.0
1764308516.102771,0,0.0
1764308516.2045639,0,0.0
1764308516.3080478,0,0.0
1764308516.4128158,0,0.0
