ts,J_total,W_total
1764308890.28476,0,0.0
1764308890.38775,0,0.0
1764308890.4879098,0,0.0
1764308890.592923,0,0.0
1764308890.693344,0,0.0
1764308890.798562,0,0.0
1764308890.900527,0,0.0
1764308891.005619,0,0.0
1764308891.108585,0,0.0
1764308891.2089322,0,0.0
1764308891.310364,0,0.0
1764308891.411577,0,0.0
1764308891.5156322,0,0.0
1764308891.6174679,0,0.0
1764308891.722613,0,0.0
1764308891.826504,0,0.0
1764308891.9301682,0,0.0
1764308892.033194,0,0.0
1764308892.136832,0,0.0
1764308892.241196,0,0.0
1764308892.343405,0,0.0
1764308892.445508,0,0.0
1764308892.549919,0,0.0
1764308892.656557,0,0.0
1764308892.758432,0,0.0
1764308892.858659,0,0.0
1764308892.962773,0,0.0
1764308893.0677838,0,0.0
1764308893.1691678,0,0.0
1764308893.269439,0,0.0
1764308893.3720992,0,0.0
1764308893.477191,0,0.0
1764308893.580279,0,0.0
1764308893.684702,0,0.0
1764308893.78941,0,0.0
1764308893.8896499,0,0.0
1764308893.989855,0,0.0
1764308894.093282,0,0.0
1764308894.195571,0,0.0
1764308894.299851,0,0.0
1764308894.404477,0,0.0
1764308894.50688,0,0.0
1764308894.60812,0,0.0
1764308894.713214,0,0.0
1764308894.8183072,0,0.0
1764308894.923407,0,0.0
1764308895.0278752,0,0.0
1764308895.1323771,0,0.0
1764308895.233742,0,0.0
1764308895.340894,0,0.0
1764308895.440971,0,0.0
1764308895.54213,0,0.0
1764308895.647222,0,0.0
1764308895.752141,0,0.0
1764308895.856868,0,0.0
1764308895.960253,0,0.0
1764308896.064408,0,0.0
1764308896.168315,0,0.0
1764308896.271905,0,0.0
1764308896.376512,0,0.0
1764308896.481605,0,0.0
1764308896.586448,0,0.0
1764308896.689472,0,0.0
1764308896.789814,0,0.0
1764308896.891451,0,0.0
1764308896.9918048,0,0.0
1764308897.094165,0,0.0
1764308897.197736,0,0.0
1764308897.301312,0,0.0
1764308897.405251,0,0.0
1764308897.5088918,0,0.0
1764308897.6139991,0,0.0
1764308897.7190819,0,0.0
1764308897.819413,0,0.0
1764308897.923442,0,0.0
1764308898.028432,0,0.0
1764308898.1323001,0,0.0
1764308898.2356238,0,0.0
1764308898.3394718,0,0.0
1764308898.4406662,0,0.0
1764308898.545592,0,0.0
1764308898.649645,0,0.0
1764308898.75152,0,0.0
1764308898.8523479,0,0.0
1764308898.959496,0,0.0
1764308899.0604951,0,0.0
1764308899.1655848,0,0.0
1764308899.2700841,0,0.0
1764308899.370453,0,0.0
