ts,J_total,W_total
1764302548.574738,0,0.0
1764302548.684681,0,0.0
1764302548.7942789,0,0.0
1764302548.901891,0,0.0
1764302549.01147,0,0.0
1764302549.1208582,0,0.0
1764302549.230487,0,0.0
1764302549.333486,0,0.0
1764302549.44223,0,0.0
1764302549.549506,0,0.0
1764302549.658428,0,0.0
1764302549.767046,0,0.0
1764302549.868365,0,0.0
1764302549.9785879,0,0.0
1764302550.080571,0,0.0
1764302550.184855,0,0.0
1764302550.292862,0,0.0
1764302550.4017122,0,0.0
1764302550.511276,0,0.0
1764302550.619074,0,0.0
1764302550.720267,0,0.0
1764302550.830367,0,0.0
1764302550.940344,0,0.0
1764302551.049647,0,0.0
1764302551.15375,0,0.0
1764302551.254736,0,0.0
1764302551.360568,0,0.0
1764302551.4621272,0,0.0
1764302551.564445,0,0.0
1764302551.670571,0,0.0
1764302551.777071,0,0.0
1764302551.88099,0,0.0
1764302551.987703,0,0.0
1764302552.094091,0,0.0
1764302552.197778,0,0.0
1764302552.305679,0,0.0
1764302552.40765,0,0.0
1764302552.515211,0,0.0
1764302552.6170502,0,0.0
1764302552.722815,0,0.0
1764302552.82816,0,0.0
1764302552.932008,0,0.0
1764302553.038924,0,0.0
1764302553.13968,0,0.0
1764302553.245621,0,0.0
1764302553.3528461,0,0.0
1764302553.455929,0,0.0
1764302553.564331,0,0.0
1764302553.67221,0,0.0
1764302553.782538,0,0.0
1764302553.8926342,0,0.0
1764302553.9933472,0,0.0
1764302554.101459,0,0.0
1764302554.20855,0,0.0
1764302554.3156219,0,0.0
1764302554.420139,0,0.0
1764302554.525523,0,0.0
1764302554.628513,0,0.0
1764302554.736332,0,0.0
1764302554.837892,0,0.0
1764302554.9447198,0,0.0
1764302555.0528,0,0.0
1764302555.162158,0,0.0
1764302555.268408,0,0.0
1764302555.375935,0,0.0
1764302555.483434,0,0.0
1764302555.5901031,0,0.0
1764302555.693654,0,0.0
1764302555.795331,0,0.0
1764302555.90191,0,0.0
1764302556.004589,0,0.0
1764302556.105773,0,0.0
1764302556.212408,0,0.0
1764302556.317815,0,0.0
1764302556.423688,0,0.0
1764302556.530356,0,0.0
1764302556.634332,0,0.0
1764302556.747294,0,0.0
1764302556.847577,0,0.0
1764302556.957669,0,0.0
1764302557.067557,0,0.0
1764302557.175832,0,0.0
1764302557.279837,0,0.0
1764302557.385067,0,0.0
1764302557.4902751,0,0.0
1764302557.591284,0,0.0
1764302557.7007859,0,0.0
1764302557.801332,0,0.0
1764302557.9054,0,0.0
1764302558.0134468,0,0.0
1764302558.119561,0,0.0
1764302558.220333,0,0.0
1764302558.329738,0,0.0
1764302558.4329531,0,0.0
1764302558.5377011,0,0.0
1764302558.643432,0,0.0
1764302558.751737,0,0.0
1764302558.8540218,0,0.0
1764302558.961204,0,0.0
1764302559.0626729,0,0.0
1764302559.166412,0,0.0
1764302559.270349,0,0.0
1764302559.378835,0,0.0
1764302559.481188,0,0.0
1764302559.586155,0,0.0
1764302559.6943161,0,0.0
1764302559.799201,0,0.0
1764302559.907383,0,0.0
1764302560.0116942,0,0.0
1764302560.1121259,0,0.0
1764302560.217103,0,0.0
1764302560.323311,0,0.0
1764302560.4245608,0,0.0
1764302560.5347788,0,0.0
1764302560.636817,0,0.0
1764302560.7419178,0,0.0
1764302560.84307,0,0.0
1764302560.9500768,0,0.0
